,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
599,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4469.28,43.8,11.83,21.0,6.05,0.02,2850.0,2800.0,"ppv,hfrac,vfrac"
600,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4469.28,43.8,11.83,21.0,6.05,0.02,2850.0,2800.0,"ppv,hfrac,vfrac"
601,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.07,23.56,8.01,20.9,2.66,0.022,2850.0,2790.0,"few,sv,hfrac,sty"
602,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.07,23.56,8.01,20.9,2.66,0.022,2850.0,2790.0,"few,sv,hfrac,sty"
603,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.07,23.56,8.01,20.9,2.66,0.022,2850.0,2790.0,"few,sv,hfrac,sty"
604,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.66,85.3,20.47,20.8,4.2,0.027,2850.0,2770.0,"sv,ppv,hfrac,vfrac"
605,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.66,85.3,20.47,20.8,4.2,0.027,2850.0,2770.0,"sv,ppv,hfrac,vfrac"
606,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.34,30.24,9.07,20.7,1.85,0.038,2800.0,2690.0,"sv,ppv,hfrac,sty"
607,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.34,30.24,9.07,20.7,1.85,0.038,2800.0,2690.0,"sv,ppv,hfrac,sty"
608,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.34,30.24,9.07,20.7,1.85,0.038,2800.0,2690.0,"sv,ppv,hfrac,sty"
611,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4388.08,127.0,26.67,20.0,7.46,0.025,2830.0,2760.0,"lv,few,sv,hfrac,sty"
612,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4388.08,127.0,26.67,20.0,7.46,0.025,2830.0,2760.0,"lv,few,sv,hfrac,sty"
613,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.32,22.7,5.45,19.9,0.1,0.014,2830.0,2790.0,"few,sv,ppv,frac"
614,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.32,22.7,5.45,19.9,0.1,0.014,2830.0,2790.0,"few,sv,ppv,frac"
615,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.32,22.7,5.45,19.9,0.1,0.014,2830.0,2790.0,"few,sv,ppv,frac"
616,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3796.19,86.0,25.8,19.8,0.47,0.036,2850.0,2750.0,sv f
620,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4162.33,27.1,10.84,19.6,8.31,0.013,2860.0,2830.0,"pt,rbl,dol,intgran,frac"
621,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4040.96,24.1,5.3,19.5,1.73,0.011,2840.0,2810.0,"dol,intgran,scat,ppv,frac"
622,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4391.19,19.8,5.35,19.5,1.52,0.023,2840.0,2770.0,"sv,ppv,hfrac,vfrac"
623,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4391.19,19.8,5.35,19.5,1.52,0.023,2840.0,2770.0,"sv,ppv,hfrac,vfrac"
624,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,785.04,685.0,143.85,19.2,,0.066,2820.0,2640.0,"lv,sv,ppv"
625,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4251.75,25.0,11.5,19.2,3.1,0.011,2830.0,2800.0,"scat,ppv,frac"
626,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3808.96,21.2,10.39,19.1,45.7,0.023,2860.0,2790.0,ppv vf
627,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.71,19.5,4.09,19.0,0.33,0.028,2830.0,2750.0,"sv,frac"
628,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.71,19.5,4.09,19.0,0.33,0.028,2830.0,2750.0,"sv,frac"
629,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.71,19.5,4.09,19.0,0.33,0.028,2830.0,2750.0,"sv,frac"
630,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3312.93,31.4,9.42,18.8,17.8,0.01,2820.0,2790.0,"sv,few,ppv,frac"
631,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3312.93,31.4,9.42,18.8,17.8,0.01,2820.0,2790.0,"sv,few,ppv,frac"
632,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3312.93,31.4,9.42,18.8,17.8,0.01,2820.0,2790.0,"sv,few,ppv,frac"
633,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3812.35,21.6,6.48,18.6,2.72,0.027,2860.0,2780.0,s f
634,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4469.74,27.9,5.86,18.5,1.93,0.022,2840.0,2770.0,"sv,hfrac,vfrac"
635,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4469.74,27.9,5.86,18.5,1.93,0.022,2840.0,2770.0,"sv,hfrac,vfrac"
636,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4324.87,21.1,7.17,18.4,4.93,0.06,2830.0,2660.0,"intgran,frac"
637,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4324.01,28.9,7.8,18.3,6.16,0.068,2820.0,2630.0,"intgran,frac"
638,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.71,25.87,7.76,18.3,1.66,0.019,2840.0,2780.0,"few,sv,hfrac,sty"
639,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.71,25.87,7.76,18.3,1.66,0.019,2840.0,2780.0,"few,sv,hfrac,sty"
640,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3269.71,25.87,7.76,18.3,1.66,0.019,2840.0,2780.0,"few,sv,hfrac,sty"
641,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3892.3,23.6,7.08,18.3,,0.013,2860.0,2830.0,few sv ppv i hf a
642,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3740.96,60.3,16.28,18.2,0.4,0.031,2860.0,2770.0,sv f
643,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1629.67,62.96,21.41,17.84,0.19,0.044,2840.0,2720.0,"lv,sv"
644,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3913.42,20.2,4.65,17.8,0.18,0.037,2860.0,2760.0,"dol,intgran,ppv,sv,scat,lv,frac"
645,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3950.42,26.1,7.05,17.7,0.78,0.022,2820.0,2760.0,"dol,intgran,ppv,sv,anhy,carb"
646,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4471.81,58.0,10.44,17.5,9.3,0.017,2830.0,2780.0,"sv,ppv,hfrac,vfrac"
647,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4471.81,58.0,10.44,17.5,9.3,0.017,2830.0,2780.0,"sv,ppv,hfrac,vfrac"
648,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.21,24.4,5.12,17.5,0.95,0.04,2840.0,2730.0,"sv,ppv,hfrac,sty"
649,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.21,24.4,5.12,17.5,0.95,0.04,2840.0,2730.0,"sv,ppv,hfrac,sty"
650,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.21,24.4,5.12,17.5,0.95,0.04,2840.0,2730.0,"sv,ppv,hfrac,sty"
651,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,790.07,409.0,85.89,17.43,0.14,0.092,2830.0,2570.0,"lv,sv,ppv"
652,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3077.11,46.74,14.02,17.38,1.14,0.036,2820.0,2720.0,"lv,sv,ppv,hfrac,sty"
654,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3077.11,46.74,14.02,17.38,1.14,0.036,2820.0,2720.0,"lv,sv,ppv,hfrac,sty"
655,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3077.11,46.74,14.02,17.38,1.14,0.036,2820.0,2720.0,"lv,sv,ppv,hfrac,sty"
656,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3738.21,42.7,11.96,17.3,0.78,0.018,2830.0,2780.0,"dol,intgran,ppv,frac"
657,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3738.72,42.7,9.39,17.3,0.78,0.018,2830.0,2780.0,"dol,intgran,ppv,frac"
658,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.33,22.2,8.21,17.3,0.72,0.017,2840.0,2790.0,"few,sv,frac"
659,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.33,22.2,8.21,17.3,0.72,0.017,2840.0,2790.0,"few,sv,frac"
660,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.33,22.2,8.21,17.3,0.72,0.017,2840.0,2790.0,"few,sv,frac"
661,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1624.04,20.54,11.91,17.18,,0.025,2850.0,2780.0,"intgran,sty,hfrac"
662,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1630.25,18.87,5.66,17.17,0.31,0.028,2830.0,2750.0,"lv,sv,sty"
664,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.9,33.63,7.06,16.99,1.14,0.03,2850.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
665,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.9,33.63,7.06,16.99,1.14,0.03,2850.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
666,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.9,33.63,7.06,16.99,1.14,0.03,2850.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
670,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4328.68,19.1,8.21,16.8,0.16,0.007,2840.0,2820.0,"dns,frac"
671,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4016.87,19.9,3.58,16.7,0.3,0.027,2840.0,2760.0,"dol,intgran,ppv,sv,anhy"
672,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.21,21.66,5.85,16.66,4.94,0.027,2830.0,2750.0,"few,sv,ppv,hfrac,sty"
673,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.21,21.66,5.85,16.66,4.94,0.027,2830.0,2750.0,"few,sv,ppv,hfrac,sty"
674,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.21,21.66,5.85,16.66,4.94,0.027,2830.0,2750.0,"few,sv,ppv,hfrac,sty"
675,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1613.61,23.59,12.27,16.48,,0.065,2840.0,2660.0,"lv,sv"
676,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4325.84,21.8,6.54,16.4,12.1,0.054,2830.0,2680.0,"intgran,few,ppv,frac"
677,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3911.86,19.8,6.73,16.4,2.77,0.037,2800.0,2690.0,"dol,intgran,ppv,sv,anhy,carb"
678,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3882.79,16.4,3.44,16.4,0.36,0.029,2830.0,2750.0,few lv sv ppv a
679,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1615.93,17.14,2.57,16.33,0.49,0.052,2840.0,2690.0,"lv,sv,sty"
680,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3911.15,32.3,5.49,16.2,0.05,0.032,2820.0,2730.0,"dol,intgran,sv,frac"
681,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4327.06,19.9,4.78,16.1,16.7,0.05,2810.0,2670.0,"intgran,frac"
682,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3929.94,30.9,10.51,16.0,0.74,0.036,2700.0,2600.0,"dol,intgran,ppv,sv,anhy,carb,hfr"
683,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3807.13,25.7,6.94,16.0,1.3,0.065,2860.0,2670.0,sv f
684,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.59,20.0,1.8,16.0,,0.038,2660.0,2750.0,sv. ppv. i. sty. f.
685,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.59,20.0,1.8,16.0,,0.038,2660.0,2750.0,sv. ppv. i. sty. f.
686,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.59,20.0,1.8,16.0,,0.038,2660.0,2750.0,sv. ppv. i. sty. f.
687,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,4058.59,20.0,1.8,16.0,,0.038,2660.0,2750.0,sv. ppv. i. sty. f.
688,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3913.25,18.2,3.09,16.0,0.85,0.039,2840.0,2730.0,"dol,intgran,ppv,sv,scat,lv,frac"
690,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4245.53,16.3,7.01,15.8,0.83,0.01,2830.0,2800.0,"few,sv,vfrac"
691,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3080.64,30.49,8.23,15.75,0.23,0.031,2820.0,2730.0,"sv,ppv,hfrac,sty"
692,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3080.64,30.49,8.23,15.75,0.23,0.031,2820.0,2730.0,"sv,ppv,hfrac,sty"
693,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3080.64,30.49,8.23,15.75,0.23,0.031,2820.0,2730.0,"sv,ppv,hfrac,sty"
694,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3202.02,89.44,35.78,15.74,,0.02,2850.0,2790.0,"sv,ppv,vfrac"
695,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3202.02,89.44,35.78,15.74,,0.02,2850.0,2790.0,"sv,ppv,vfrac"
696,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3202.02,89.44,35.78,15.74,,0.02,2850.0,2790.0,"sv,ppv,vfrac"
697,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3146.82,71.7,17.21,15.7,0.28,0.04,2830.0,2720.0,"few,lv,sv,ppv"
698,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3146.82,71.7,17.21,15.7,0.28,0.04,2830.0,2720.0,"few,lv,sv,ppv"
699,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3146.82,71.7,17.21,15.7,0.28,0.04,2830.0,2720.0,"few,lv,sv,ppv"
700,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3579.17,22.8,6.16,15.7,0.95,0.031,2850.0,2760.0,sv ppv f
701,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1617.7,16.06,5.46,15.62,1.26,0.04,2840.0,2730.0,"lv,sv,sty"
702,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1624.83,98.91,17.8,15.6,0.77,0.077,2850.0,2630.0,"lv,sv"
703,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3949.05,21.3,6.39,15.5,0.35,0.021,2840.0,2780.0,"dol,intgran,ppv,sv,anhy,carb"
704,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.18,16.0,3.84,15.5,7.82,0.02,2830.0,2780.0,"lv,ppv,hfrac,vfrac"
705,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.18,16.0,3.84,15.5,7.82,0.02,2830.0,2780.0,"lv,ppv,hfrac,vfrac"
706,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1620.01,23.68,5.68,15.44,0.45,0.023,2840.0,2770.0,"sv,ppv,sty"
707,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3942.86,17.9,3.22,15.3,0.98,0.028,2790.0,2710.0,"dol,intgran,ppv,sv,anhy,carb"
709,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.74,23.92,8.13,15.15,2.87,0.018,2850.0,2800.0,"few,sv,ppv,hfrac"
710,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.74,23.92,8.13,15.15,2.87,0.018,2850.0,2800.0,"few,sv,ppv,hfrac"
711,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.74,23.92,8.13,15.15,2.87,0.018,2850.0,2800.0,"few,sv,ppv,hfrac"
712,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4468.7,27.3,6.55,15.1,2.56,0.023,2840.0,2770.0,"sv,hfrac,vfrac"
713,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4468.7,27.3,6.55,15.1,2.56,0.023,2840.0,2770.0,"sv,hfrac,vfrac"
714,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.73,18.57,6.87,15.09,3.15,0.027,2830.0,2750.0,"sv,ppv,hfrac,sty"
715,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.73,18.57,6.87,15.09,3.15,0.027,2830.0,2750.0,"sv,ppv,hfrac,sty"
716,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3079.73,18.57,6.87,15.09,3.15,0.027,2830.0,2750.0,"sv,ppv,hfrac,sty"
721,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4252.2,18.0,7.74,14.9,1.05,0.005,2830.0,2810.0,"dns,frac"
722,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4011.59,23.6,4.25,14.7,0.81,0.01,2810.0,2780.0,"dol,intgran,ppv,sv,anhy"
723,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4396.16,37.4,7.85,14.6,5.7,0.013,2830.0,2800.0,"few,sv,frac"
724,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.37,19.8,6.73,14.6,0.26,0.008,2830.0,2800.0,"few,sv,frac"
725,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.37,19.8,6.73,14.6,0.26,0.008,2830.0,2800.0,"few,sv,frac"
726,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.37,19.8,6.73,14.6,0.26,0.008,2830.0,2800.0,"few,sv,frac"
727,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4244.95,15.0,5.1,14.6,5.29,0.023,2820.0,2760.0,"sv,frac"
734,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4465.78,47.2,8.5,14.4,5.25,0.021,2840.0,2780.0,"sv,hfrac,vfrac,sty"
735,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4465.78,47.2,8.5,14.4,5.25,0.021,2840.0,2780.0,"sv,hfrac,vfrac,sty"
739,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3083.75,18.69,5.05,14.28,1.27,0.025,2840.0,2770.0,"lv,sv,ppv,hfrac,vfrac,sty"
740,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3083.75,18.69,5.05,14.28,1.27,0.025,2840.0,2770.0,"lv,sv,ppv,hfrac,vfrac,sty"
741,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3083.75,18.69,5.05,14.28,1.27,0.025,2840.0,2770.0,"lv,sv,ppv,hfrac,vfrac,sty"
742,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.36,18.48,5.54,14.28,9.54,0.029,2860.0,2780.0,"sv,ppv,hfrac,vfrac,sty"
743,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.36,18.48,5.54,14.28,9.54,0.029,2860.0,2780.0,"sv,ppv,hfrac,vfrac,sty"
744,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.36,18.48,5.54,14.28,9.54,0.029,2860.0,2780.0,"sv,ppv,hfrac,vfrac,sty"
748,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1620.47,21.84,5.24,14.14,0.06,0.013,2840.0,2810.0,"few,sv,sty,hfrac"
749,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3923.17,22.4,6.05,14.1,1.43,0.039,2830.0,2720.0,"dol,intgran,ppv,sv,anhy"
750,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.91,21.0,3.15,14.0,0.76,0.024,2890.0,2820.0,"intgran,frac,sty,anhy"
751,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.91,21.0,3.15,14.0,0.76,0.024,2890.0,2820.0,"intgran,frac,sty,anhy"
752,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.91,21.0,3.15,14.0,0.76,0.024,2890.0,2820.0,"intgran,frac,sty,anhy"
753,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3926.71,19.7,5.91,14.0,0.4,0.027,2800.0,2720.0,"dol,intgran,ppv,sv,anhy"
754,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4327.31,19.9,4.78,13.8,16.2,0.052,2820.0,2670.0,"intgran,few,ppv,frac"
755,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.9,48.5,16.49,13.7,0.36,0.045,2830.0,2700.0,"few,lv,sv,frac"
756,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.9,48.5,16.49,13.7,0.36,0.045,2830.0,2700.0,"few,lv,sv,frac"
757,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.9,48.5,16.49,13.7,0.36,0.045,2830.0,2700.0,"few,lv,sv,frac"
760,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3748.64,25.5,6.12,13.5,0.23,0.078,2870.0,2640.0,sv f
761,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3094.94,15.7,6.28,13.47,9.17,0.037,2850.0,2750.0,"sv,ppv,hfrac,vfrac"
762,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3094.94,15.7,6.28,13.47,9.17,0.037,2850.0,2750.0,"sv,ppv,hfrac,vfrac"
763,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3094.94,15.7,6.28,13.47,9.17,0.037,2850.0,2750.0,"sv,ppv,hfrac,vfrac"
764,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4393.84,37.8,7.94,13.4,4.78,0.037,2830.0,2720.0,"lv,sv,ppv,hfrac,sty"
765,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4393.84,37.8,7.94,13.4,4.78,0.037,2830.0,2720.0,"lv,sv,ppv,hfrac,sty"
766,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1613.43,28.51,5.13,13.24,0.13,0.04,2830.0,2720.0,"lv,sv,sty,hfrac"
767,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3754.71,27.0,11.61,13.2,3.41,0.064,2860.0,2670.0,sv f
768,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3312.66,15.1,4.08,13.1,0.27,0.017,2830.0,2780.0,"sv,few,ppv,frac"
