,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
3134,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3126.94,0.34,0.1,0.34,0.36,0.023,,,"dol,calc,,lrg,vug,xl,rc"
3135,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3126.94,0.34,0.1,0.34,0.36,0.023,,,"dol,calc,,lrg,vug,xl,rc"
3136,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3774.15,58.9,12.96,0.33,0.12,0.054,2850.0,2690.0,"dol,intgran,ppv,sv,lv,frac"
3137,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1615.35,0.98,0.26,0.33,0.05,0.024,2840.0,2770.0,sv
3138,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4384.67,0.69,0.21,0.33,0.21,0.016,2840.0,2790.0,"few,sv,sty"
3139,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4384.67,0.69,0.21,0.33,0.21,0.016,2840.0,2790.0,"few,sv,sty"
3140,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3766.56,0.6,0.16,0.33,0.02,0.021,2840.0,2780.0,"dol,intgran,ppv,sv,frac"
3141,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1599.13,0.53,0.13,0.33,,0.027,2820.0,2740.0,"intgran,sty,hfrac,calc"
3142,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3748.33,0.5,0.12,0.33,0.41,0.028,2850.0,2770.0,"dol,intgran,ppv,vfrac"
3143,300O676030124000,PAN AMERICAN KOTANEELEE O-67,4/9/1969,Dnahanni,2611.74,0.44,0.29,0.33,,0.023,2720.0,2650.0,i/ sty.
3144,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.72,0.41,0.07,0.33,0.31,0.002,,,"dol,calc,occ,vug,xl,rfrac"
3145,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.91,0.41,0.07,0.33,0.22,0.033,,,"dol,calc,occ,vug,xl,rc"
3146,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.72,0.41,0.07,0.33,0.31,0.002,,,"dol,calc,occ,vug,xl,rfrac"
3147,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.91,0.41,0.07,0.33,0.22,0.033,,,"dol,calc,occ,vug,xl,rc"
3148,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.72,0.41,0.07,0.33,0.31,0.002,,,"dol,calc,occ,vug,xl,rfrac"
3149,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.91,0.41,0.07,0.33,0.22,0.033,,,"dol,calc,occ,vug,xl,rc"
3151,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3578.5,1.14,0.39,0.32,0.16,0.017,2830.0,2780.0,sv f
3152,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4169.51,0.53,0.23,0.32,0.07,0.005,2800.0,2780.0,"scat,sv"
3153,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3138.92,0.53,0.14,0.32,,0.034,2830.0,2740.0,"few,lv,sv,ppv"
3154,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3138.92,0.53,0.14,0.32,,0.034,2830.0,2740.0,"few,lv,sv,ppv"
3155,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3138.92,0.53,0.14,0.32,,0.034,2830.0,2740.0,"few,lv,sv,ppv"
3156,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3732.7,0.48,0.07,0.32,0.11,0.025,2870.0,2800.0,"dol,intgran,ppv,sv,frac"
3157,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3740.78,0.43,0.14,0.32,0.21,0.005,2860.0,2840.0,"dol,intgran,frac"
3158,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,790.96,0.43,0.09,0.32,0.05,0.019,2830.0,2770.0,"few,sv,ppv"
3159,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3574.27,5.75,1.72,0.31,0.18,0.036,2810.0,2710.0,sv f
3160,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3231.79,1.55,0.46,0.31,0.04,0.017,2800.0,2750.0,"few,sv,frac"
3161,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3231.79,1.55,0.46,0.31,0.04,0.017,2800.0,2750.0,"few,sv,frac"
3162,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3231.79,1.55,0.46,0.31,0.04,0.017,2800.0,2750.0,"few,sv,frac"
3163,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3743.1,0.79,0.17,0.31,0.02,0.019,2750.0,2700.0,"dol,intgran,carb,sty"
3164,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3739.19,0.54,0.08,0.31,0.47,0.016,2850.0,2810.0,"dol,intgran,vfrac"
3165,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3939.72,0.5,0.09,0.31,0.21,0.026,2830.0,2760.0,"intgran,frac"
3166,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3939.72,0.5,0.09,0.31,0.21,0.026,2830.0,2760.0,"intgran,frac"
3167,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3939.72,0.5,0.09,0.31,0.21,0.026,2830.0,2760.0,"intgran,frac"
3168,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3939.72,0.5,0.09,0.31,0.21,0.026,2830.0,2760.0,i. f.
3169,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3669.79,0.49,0.13,0.31,0.08,0.027,2860.0,2780.0,sv ppv f
3170,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3911.1,0.48,0.16,0.31,0.13,0.051,2860.0,2710.0,"dol,intgran,ppv,sv,anhy"
3171,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4127.85,5.56,2.06,0.3,0.07,0.017,2800.0,2760.0,"intgran,sty,hfrac"
3172,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3573.72,0.57,0.15,0.3,0.09,0.024,2820.0,2750.0,sv f
3173,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3759.2,0.52,0.11,0.3,0.02,0.026,2860.0,2790.0,"dol,intgran,ppv,sv,frac"
3174,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3060.47,0.47,0.11,0.3,0.27,0.02,,,"dol,calc,occ,vug,xl"
3175,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3060.47,0.47,0.11,0.3,0.27,0.02,,,"dol,calc,occ,vug,xl"
3176,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3060.47,0.47,0.11,0.3,0.27,0.02,,,"dol,calc,occ,vug,xl"
3177,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3668.95,0.46,0.15,0.3,0.04,0.09,2730.0,2480.0,"dol,intgran,ppv,sv,sdy,frac"
3178,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3735.84,0.4,0.09,0.3,0.05,0.02,2840.0,2790.0,"dol,intgran,ppv,frac"
3179,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3563.11,0.37,0.11,0.3,,0.017,2820.0,2770.0,sv ppv f
3180,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.45,2.9,0.26,0.29,0.48,0.014,,,"dol,calc"
3181,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.45,2.9,0.26,0.29,0.48,0.014,,,"dol,calc"
3182,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.45,2.9,0.26,0.29,0.48,0.014,,,"dol,calc"
3183,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.0,1.3,0.16,0.29,0.26,0.021,,,"dol,calc,occ,vug,xl,rc"
3184,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.0,1.3,0.16,0.29,0.26,0.021,,,"dol,calc,occ,vug,xl,rc"
3185,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.0,1.3,0.16,0.29,0.26,0.021,,,"dol,calc,occ,vug,xl,rc"
3186,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3755.44,0.81,0.14,0.29,0.69,0.051,2880.0,2730.0,"dol,intgran,ppv,sv,lv,vfrac"
3187,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3746.85,0.63,0.33,0.29,0.11,0.012,2870.0,2830.0,i f
3188,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1987.54,0.61,0.32,0.29,0.11,0.012,2700.0,2670.0,dense sty f cal
3189,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1987.54,0.61,0.32,0.29,0.11,0.012,2700.0,2670.0,dense sty f cal
3190,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1987.54,0.61,0.32,0.29,0.11,0.012,2700.0,2670.0,dense sty f cal
3191,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.86,0.38,0.09,0.29,,0.012,,,"dol,calc,rc"
3192,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.86,0.38,0.09,0.29,,0.012,,,"dol,calc,rc"
3193,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.86,0.38,0.09,0.29,,0.012,,,"dol,calc,rc"
3194,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.24,0.34,0.07,0.29,0.15,0.018,,,"dol,calc,sh,rc"
3195,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.24,0.34,0.07,0.29,0.15,0.018,,,"dol,calc,sh,rc"
3196,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.24,0.34,0.07,0.29,0.15,0.018,,,"dol,calc,sh,rc"
3197,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.16,0.31,0.07,0.29,0.06,0.054,2830.0,2680.0,"sv,ppv,intgran,sty,frac"
3198,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.16,0.31,0.07,0.29,0.06,0.054,2830.0,2680.0,"sv,ppv,intgran,sty,frac"
3199,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.16,0.31,0.07,0.29,0.06,0.054,2830.0,2680.0,"sv,ppv,intgran,sty,frac"
3200,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3915.16,0.31,0.07,0.29,0.06,0.054,2830.0,2680.0,"sv, ppv, i. sty. f."
3201,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3062.02,0.3,0.04,0.29,2.1,0.011,,,"dol,calc,occ,vug"
3202,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3062.02,0.3,0.04,0.29,2.1,0.011,,,"dol,calc,occ,vug"
3203,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3062.02,0.3,0.04,0.29,2.1,0.011,,,"dol,calc,occ,vug"
3204,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3769.44,283.0,79.24,0.28,14.5,0.012,2840.0,2810.0,"dol,intgran,ppv,sv,vfrac"
3205,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3091.43,28.0,4.2,0.28,0.2,0.036,,,"dol,calc,occ,vug,xl,vfrac"
3206,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3091.43,28.0,4.2,0.28,0.2,0.036,,,"dol,calc,occ,vug,xl,vfrac"
3207,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3091.43,28.0,4.2,0.28,0.2,0.036,,,"dol,calc,occ,vug,xl,vfrac"
3208,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.53,0.88,0.13,0.28,0.38,0.026,,,"dol,calc,occ,vug,rc"
3209,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.53,0.88,0.13,0.28,0.38,0.026,,,"dol,calc,occ,vug,rc"
3210,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.53,0.88,0.13,0.28,0.38,0.026,,,"dol,calc,occ,vug,rc"
3211,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3761.45,0.33,0.09,0.28,0.15,0.013,2850.0,2810.0,"dol,intgran,ppv,frac"
3212,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3102.99,9.0,2.7,0.27,0.24,0.011,,,"dol,calc,vfrac"
3213,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3102.99,9.0,2.7,0.27,0.24,0.011,,,"dol,calc,vfrac"
3214,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3102.99,9.0,2.7,0.27,0.24,0.011,,,"dol,calc,vfrac"
3215,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.31,0.92,0.19,0.27,0.06,0.01,2830.0,2800.0,"few,sv,ppv,hfrac,sty"
3216,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.31,0.92,0.19,0.27,0.06,0.01,2830.0,2800.0,"few,sv,ppv,hfrac,sty"
3217,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.31,0.92,0.19,0.27,0.06,0.01,2830.0,2800.0,"few,sv,ppv,hfrac,sty"
3218,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.03,0.4,0.12,0.27,0.41,0.011,,,"dol,calc,rfrac"
3219,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.03,0.4,0.12,0.27,0.41,0.011,,,"dol,calc,rfrac"
3220,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.03,0.4,0.12,0.27,0.41,0.011,,,"dol,calc,rfrac"
3221,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3106.31,0.38,0.15,0.27,,0.015,,,"dol,calc,rc"
3222,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3106.31,0.38,0.15,0.27,,0.015,,,"dol,calc,rc"
3223,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3106.31,0.38,0.15,0.27,,0.015,,,"dol,calc,rc"
3224,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,782.12,0.36,0.06,0.27,,0.021,2850.0,2780.0,"sv,ppv"
3225,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4341.36,15.4,3.23,0.26,0.37,0.013,2850.0,2810.0,"few,ppv,hfrac"
3226,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4341.36,15.4,3.23,0.26,0.37,0.013,2850.0,2810.0,"few,ppv,hfrac"
3227,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3198.14,0.72,0.33,0.26,0.27,0.007,2840.0,2820.0,"few,sv,ppv,hfrac"
3228,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3198.14,0.72,0.33,0.26,0.27,0.007,2840.0,2820.0,"few,sv,ppv,hfrac"
3229,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3198.14,0.72,0.33,0.26,0.27,0.007,2840.0,2820.0,"few,sv,ppv,hfrac"
3230,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3728.45,0.63,0.07,0.26,0.18,0.015,2850.0,2810.0,"dol,intgran,scat,sv,frac"
3231,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4125.68,0.47,0.23,0.26,0.09,0.016,2780.0,2730.0,"intgran,sty"
3232,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3749.19,0.36,0.1,0.26,0.33,0.027,2860.0,2780.0,sv f
3233,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3110.24,0.34,0.08,0.26,0.24,0.017,,,"dol,calc,occ,vug,xl,rfrac"
3234,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3110.24,0.34,0.08,0.26,0.24,0.017,,,"dol,calc,occ,vug,xl,rfrac"
3235,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3110.24,0.34,0.08,0.26,0.24,0.017,,,"dol,calc,occ,vug,xl,rfrac"
3236,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4137.66,0.31,0.19,0.26,,0.014,2810.0,2770.0,intgran
3238,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,789.28,21.2,3.18,0.25,0.66,0.045,2820.0,2700.0,"sv,ppv,hfrac"
3239,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.0,1.2,0.32,0.25,0.7,0.019,2860.0,2800.0,"intgran,frac"
3240,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.0,1.2,0.32,0.25,0.7,0.019,2860.0,2800.0,"intgran,frac"
3241,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.0,1.2,0.32,0.25,0.7,0.019,2860.0,2800.0,"intgran,frac"
3242,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3941.0,1.2,0.32,0.25,0.7,0.019,2860.0,2800.0,i. f.
3243,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4125.32,0.54,0.2,0.25,0.06,0.013,2790.0,2760.0,"intgran,sty"
3244,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3911.64,0.51,0.23,0.25,0.43,0.06,2850.0,2680.0,"dol,intgran,ppv,sv,vfrac"
3245,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.92,0.45,0.12,0.25,0.11,0.024,2800.0,2740.0,"few,sv,intgran"
3246,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.92,0.45,0.12,0.25,0.11,0.024,2800.0,2740.0,"few,sv,intgran"
3247,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3915.92,0.45,0.12,0.25,0.11,0.024,2800.0,2740.0,"few,sv,intgran"
3248,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3915.92,0.45,0.12,0.25,0.11,0.024,2800.0,2740.0,few sv. i.
3249,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3744.93,0.38,0.09,0.25,0.05,0.022,2840.0,2780.0,"dol,intgran,sv,scat,lv,frac"
3250,300D506220122150,I0E TRIAD EBBUTT D-50,3/2/1964,Dmanetoe,619.05,0.33,0.05,0.25,0.07,0.054,2880.0,2720.0,"vug,crk,fpor,gy,m,sty"
3251,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3905.77,0.3,0.07,0.25,0.1,0.037,2730.0,2620.0,"dol,intgran,ppv,sv,anhy,carb"
3252,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3660.43,0.29,0.09,0.25,0.08,0.042,2780.0,2660.0,"dol,intgran,ppv,sv,frac"
3253,300O676030124000,PAN AMERICAN KOTANEELEE O-67,4/9/1969,Dnahanni,2603.02,0.05,0.03,0.25,,0.02,2710.0,2660.0,i/ sty. f
3258,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4151.86,6.9,2.35,0.24,0.25,0.01,2870.0,2840.0,"intgran,frac,sty,anhy"
3259,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4151.86,6.9,2.35,0.24,0.25,0.01,2870.0,2840.0,"intgran,frac,sty,anhy"
3260,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4151.86,6.9,2.35,0.24,0.25,0.01,2870.0,2840.0,"intgran,frac,sty,anhy"
3261,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3952.4,0.82,0.2,0.24,,0.017,2880.0,2830.0,"dol,intgran,frac"
3262,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4332.76,0.54,0.16,0.24,0.3,0.013,2840.0,2800.0,"sv,ppv,sty"
3263,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4332.76,0.54,0.16,0.24,0.3,0.013,2840.0,2800.0,"sv,ppv,sty"
3264,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3118.38,0.35,0.09,0.24,,0.006,,,"dol,calc,hfrac"
3265,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3118.38,0.35,0.09,0.24,,0.006,,,"dol,calc,hfrac"
3266,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3118.38,0.35,0.09,0.24,,0.006,,,"dol,calc,hfrac"
3267,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.0,0.35,0.06,0.24,0.52,0.006,2850.0,2830.0,"few,ppv,intgran,vfrac"
3268,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.0,0.35,0.06,0.24,0.52,0.006,2850.0,2830.0,"few,ppv,intgran,vfrac"
3269,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3568.51,0.27,0.06,0.24,,0.027,2820.0,2750.0,sv f
3270,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2048.59,0.26,0.13,0.24,,0.019,2820.0,2770.0,ppv cal
3271,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2048.59,0.26,0.13,0.24,,0.019,2820.0,2770.0,ppv cal
3272,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2048.59,0.26,0.13,0.24,,0.019,2820.0,2770.0,ppv cal
3273,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3275.14,1.02,0.38,0.23,2.16,0.017,2850.0,2800.0,"intgran,hfrac,vfrac,sty"
3274,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3275.14,1.02,0.38,0.23,2.16,0.017,2850.0,2800.0,"intgran,hfrac,vfrac,sty"
3275,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3275.14,1.02,0.38,0.23,2.16,0.017,2850.0,2800.0,"intgran,hfrac,vfrac,sty"
3276,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3755.93,0.73,0.12,0.23,0.11,0.007,2840.0,2810.0,"dol,intgran,frac"
3277,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4336.02,0.68,0.18,0.23,0.24,0.01,2830.0,2810.0,"lv,ppv"
3278,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4336.02,0.68,0.18,0.23,0.24,0.01,2830.0,2810.0,"lv,ppv"
3279,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3107.25,0.41,0.15,0.23,1.2,0.019,,,"dol,calc,rc"
3280,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3107.25,0.41,0.15,0.23,1.2,0.019,,,"dol,calc,rc"
3281,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3107.25,0.41,0.15,0.23,1.2,0.019,,,"dol,calc,rc"
3282,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3917.05,0.36,0.1,0.23,0.12,0.03,2860.0,2780.0,"few,sv,intgran,sty,frac"
3283,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3917.05,0.36,0.1,0.23,0.12,0.03,2860.0,2780.0,"few,sv,intgran,sty,frac"
3284,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3917.05,0.36,0.1,0.23,0.12,0.03,2860.0,2780.0,"few,sv,intgran,sty,frac"
3285,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3917.05,0.36,0.1,0.23,0.12,0.03,2860.0,2780.0,few sv. i. sty. f.
3286,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.89,0.34,0.1,0.23,0.13,0.013,,,"dol,calc,occ,vug,xl"
3287,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.89,0.34,0.1,0.23,0.13,0.013,,,"dol,calc,occ,vug,xl"
3288,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.89,0.34,0.1,0.23,0.13,0.013,,,"dol,calc,occ,vug,xl"
3289,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3089.54,0.29,0.06,0.23,0.16,0.039,,,"dol,calc,vug,xl"
3290,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.06,0.29,0.05,0.23,0.12,0.008,,,"dol,calc,rc"
3291,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3089.54,0.29,0.06,0.23,0.16,0.039,,,"dol,calc,vug,xl"
3292,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.06,0.29,0.05,0.23,0.12,0.008,,,"dol,calc,rc"
3293,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3089.54,0.29,0.06,0.23,0.16,0.039,,,"dol,calc,vug,xl"
3294,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.06,0.29,0.05,0.23,0.12,0.008,,,"dol,calc,rc"
